,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OccupancyId,ClientId,ClientIdText,ClientPropertyId,PropertyName,StreetNumber,StreetPrefix,StreetName,StreetType,StreetSuffix,Address2,Suite,City,State,ZipCode,DistrictCode,DistrictText,APN,County,Township,ZoneCode,ZoneText,Longitude,Latitude,FixedPropertyUseCode,FixedPropertyUseText,FloorsAboveGround,FloorsBelowGround,PropertyOccupantLoad,PropertySquarefoot,MixedUseCode,MixedUseText,PropertyOwnershipCode,PropertyOwnershipText,RoofCoveringCode,RoofCoveringText,StructureTypeCode,StructureTypeText,ConstructionTypeCode,ConstructionTypeDriscription,BuildingStatusCode,BuildingStatusText,DetectorPresentCode,DetectorPresentText,DetectorPowerCode,DetectorPowerText,DetectorTypeCode,DetectorTypeText,AutomaticExtinguishingCode,AutomaticExtinguishingText,AutomaticExtinguishingTypeCode,AutomaticExtingushingTypeText,AutomaticExtinguishingNumberOfHeads,StationCode,StationText,InspectionDistrictCode,InspectionDistrictText,BuildingClassCode,BuildingClassText,ConstructionCompletedDate,PropertyNotes,BusinessPermit,LastInspectionDate,LastInspectionId,isVacantProperty,isMergedProperty,isDeletedProperty,AHJCode,AHJText,DefaultInspectionTypeCode,DefaultInspectionTypeDescrition,ComplexMainId,NumberOfUnits,PropertyCreationDate,PropertyCategory,ErrorCode,ErrorMessage
2143,2143.0,2215.0,2215.0,529498,40,WA-27D03,AFH-0220263107,Adult Family Home,6311,,76th,St Ct,W,,,Lakewood,WA,98499,AFH,Adult Family Home,309C,,,,,-122.52172,47.188341,459,Residential board and care,1.0,0.0,0.0,2775.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,1,Battery only,1,Smoke,0,None Present,,,0.0,21.0,Station 21,AFH,Adult Family Home,AFH,Adult Family Home,0001-01-01T00:00:00,,,2023-07-06T09:12:48.467,2014213.0,False,False,False,3.0,27D03,,,,0.0,2020-12-23T19:40:23.093,Commercial/Community Risk,0,
2144,2144.0,2216.0,2216.0,136282,40,WA-27D03,345D-041-000-000,Durham School Services,9217,,Lakeview,Ave,SW,,,Lakewood,WA,98499-4348,CREW,Crew,345D,Pierce,,,,-122.491255,47.175597,599,Business office,0.0,0.0,0.0,4500.0,58,Business and residential use,1,Private,6.0,Metal,,,8.0,V-A Protected Wood Frame,2,In normal use,1,Present,1,Battery only,1,Smoke,N,None Present,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,"134671 main door code 

Upstairs door code 134670

GM office upstairs 134679",,2023-10-12T15:13:25.42,1786599.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2145,2145.0,2217.0,2217.0,136285,40,WA-27D03,345D-044-000-000,Miss Franks Apartments,3718,,Steilacoom,Blvd,SW,,,Lakewood,WA,98499-4581,CREW,Crew,345D,Pierce,,,,-122.485866,47.176494,429,Multifamily dwelling,0.0,0.0,87.0,17485.0,40,Residential use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,6.0,III-B Unprotected Combustible,2,In normal use,1,Present,1,Battery only,1,Smoke,0,None Present,,,0.0,21.0,Station 21,CREW,Crew,R-2,R-2,0001-01-01T00:00:00,,,2022-01-14T10:56:50.613,1519241.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2146,2146.0,2219.0,2219.0,529504,40,WA-27D03,AFH-6430431100,Adult Family Home,7601,,89th,Ave,SW,,,Lakewood,WA,98498,AFH,Adult Family Home,308D,,,,,-122.555207,47.18817,459,Residential board and care,1.0,0.0,0.0,3353.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,1,Battery only,1,Smoke,0,None Present,,,0.0,24.0,Station 24,AFH,Adult Family Home,AFH,Adult Family Home,0001-01-01T00:00:00,,,2021-03-29T12:46:09.517,1294977.0,False,False,False,3.0,27D03,,,,0.0,2020-12-23T21:31:51.07,Commercial/Community Risk,0,
2147,2147.0,2220.0,2220.0,136288,40,WA-27D03,345D-048-000-000,Tacoma Towing,9118,,39th,Ave,SW,,,Lakewood,WA,98499-4462,CREW,Crew,345D,Pierce,,,,-122.489002,47.175861,880,"Vehicle storage, Other",1.0,0.0,0.0,3360.0,NN,Not mixed use,1,Private,6.0,Metal,,,6.0,III-B Unprotected Combustible,2,In normal use,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,S-1,S-1,0001-01-01T00:00:00,,,2022-02-01T10:36:34.84,1519243.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2148,2148.0,2221.0,2221.0,210016,40,WA-27D03,R-4285000022,Salvador Residence,12210,,Gravelly Lake,Dr,SW,,,Lakewood,WA,98499-1418,RES,Residential,430C,,,,,-122.539544,47.146316,419,1 or 2 family dwelling,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,22.0,Station 22,RES,Residential,SFR,Single Family Residence,0001-01-01T00:00:00,,,2018-01-15T12:29:03,258509.0,False,False,False,3.0,27D03,,,,,2016-11-18T20:19:35.493,Commercial/Community Risk,0,
2149,2149.0,2222.0,2222.0,136287,40,WA-27D03,345D-047-000-000,Han Yang  Corp,3819,,94th,St,SW,,,Lakewood,WA,98499-4419,PREV,Prevention,345D,Pierce,,,,-122.487837,47.172308,700,"Manufacturing, processing",1.0,0.0,0.0,4780.0,F-1,,1,Private,,,,,,,2,In normal use,,,,,,,N,None Present,,,0.0,20.0,Station 20,,,F-1,F-1,0001-01-01T00:00:00,,,2018-05-09T10:10:31,247587.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2150,2150.0,2223.0,2223.0,136290,40,WA-27D03,345D-050-000-000,(Shell) Center Plaza,3615,,Steilacoom,Blvd,SW,,,Lakewood,WA,98499-4580,PREV,Prevention,345D,Pierce,,,,-122.48485,47.17698,500,"Mercantile, business, Other",3.0,0.0,0.0,21324.0,,,1,Private,,,,,,,2,In normal use,1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",1,Present,1,Wet-pipe sprinkler,0.0,21.0,Station 21,PREV,Prevention,SHELL,Shell,0001-01-01T00:00:00,,,2022-09-19T10:46:13.787,1724043.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2151,2151.0,2224.0,2224.0,586853,40,WA-27D03,344C-006-000-004,Echelon Apartments,5212,,88th,St Ct,SW,,Building D,Lakewood,WA,98499,CREW,Crew,344C,,,,,-122.50721,47.17684,429,Multifamily dwelling,3.0,0.0,0.0,18285.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,4,Hardwire with battery backup,1,Smoke,13R,NFPA 13R System,1,Wet-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,R-2,R-2,0001-01-01T00:00:00,,,2021-11-23T15:40:56.353,1457427.0,False,False,False,3.0,27D03,,,2802.0,20.0,2021-08-03T20:30:52.17,Commercial,0,
2152,2152.0,2225.0,2225.0,136293,40,WA-27D03,345D-050-000-103,Holiday Massage,3615,,Steilacoom,Blvd,SW,,101B,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.484778,47.177177,557,"Personal service, including barber & beauty shops",1.0,0.0,0.0,0.0,NN,Not mixed use,1,Private,,,1.0,Enclosed building,,,2,In normal use,1,Present,,,,,2,Partial System Present,,,0.0,21.0,Station 21,,,B,B,0001-01-01T00:00:00,,,2019-01-09T09:24:02,461641.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2153,2153.0,2226.0,2226.0,136294,40,WA-27D03,345D-050-002-201,Lakewood Dental,3615,,Steilacoom,Blvd,SW,,201,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,340,"Clinics, doctors offices, hemodialysis cntr, othe",3.0,0.0,0.0,0.0,,,1,Private,7.0,Built-Up,1.0,Enclosed building,5.0,III-A Protected Combustible,2,In normal use,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-01-31T12:43:13.937,1519244.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2154,2154.0,2227.0,2227.0,136295,40,WA-27D03,345D-050-002-202,Eleanor Health,3615,,Steilacoom,Blvd,SW,,202,Lakewood,WA,98499-4580,PREV,Prevention,345D,Pierce,,,,-122.484264,47.176779,300,"Health care, detention, & correction, Other",0.0,0.0,0.0,0.0,33,Medical use,1,Private,,,1.0,Enclosed building,,,2,In normal use,1,Present,4,Hardwire with battery backup,5,More than one type present,13D,NFPA 13D System,U,Undetermined,0.0,21.0,Station 21,PREV,Prevention,B,B,0001-01-01T00:00:00,,,2022-02-01T09:03:02.557,1545007.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2155,2155.0,2228.0,2228.0,136297,40,WA-27D03,345D-050-002-204,Total Care Chiropractic,3615,,Steilacoom,Blvd,SW,,204,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,340,"Clinics, doctors offices, hemodialysis cntr, othe",0.0,0.0,0.0,1800.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,5.0,III-A Protected Combustible,2,In normal use,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-05-05T10:21:20.673,1519246.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2156,2156.0,2229.0,2229.0,136296,40,WA-27D03,345D-050-002-203,Upon The Rock Ministries Training Center,3615,,Steilacoom,Blvd,SW,,203,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,599,Business office,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2023-12-05T15:31:49.46,1786602.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2157,2157.0,2230.0,2230.0,136299,40,WA-27D03,345D-050-002-207,Steve Lee Cpa,3615,,Steilacoom,Blvd,SW,,207,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,599,Business office,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-03-01T10:51:25.747,1519248.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2158,2158.0,2231.0,2231.0,136300,40,WA-27D03,345D-050-003-301,Lebron Law Offices,3615,,Steilacoom,Blvd,SW,,Suite 301,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,599,Business office,3.0,0.0,7.0,1000.0,59,Office use,1,Private,7.0,Built-Up,1.0,Enclosed building,5.0,III-A Protected Combustible,2,In normal use,0,None Present,,,,,1,Present,1,Wet-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-01-31T12:40:41.99,1519249.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2159,2159.0,2232.0,2232.0,136298,40,WA-27D03,345D-050-002-206,Vacant,3615,,Steilacoom,Blvd,SW,,206,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,NNN,,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-01-04T12:31:07.79,1519247.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2160,2160.0,2233.0,2233.0,136301,40,WA-27D03,345D-050-003-302,Hana Acupuncture,3615,,Steilacoom,Blvd,SW,,302,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,340,"Clinics, doctors offices, hemodialysis cntr, othe",3.0,0.0,0.0,1000.0,33,Medical use,1,Private,7.0,Built-Up,1.0,Enclosed building,5.0,III-A Protected Combustible,2,In normal use,,,,,,,1,Present,2,Dry-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-03-01T10:59:57.73,1519250.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2161,2161.0,2234.0,2234.0,136302,40,WA-27D03,345D-050-003-303,Vacant,3615,,Steilacoom,Blvd,SW,,303,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,NNN,,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-01-04T13:15:38.637,1519251.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2162,2162.0,2235.0,2235.0,136303,40,WA-27D03,345D-050-003-304,Healing In Motion,3615,,Steilacoom,Blvd,SW,,304,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,599,Business office,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-03-01T10:55:47.307,1519252.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2163,2163.0,2236.0,2236.0,136305,40,WA-27D03,345D-051-000-000,Lincoln Tire Recycling,9215,,39th,Ave,SW,,,Lakewood,WA,98499-4463,PREV,Prevention,345D,Pierce,,,,-122.48782,47.173417,549,Specialty shop,0.0,0.0,0.0,4128.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,PREV,Prevention,S-1,S-1,0001-01-01T00:00:00,"Large tire storage for recycle/shredding, transport and re-manufacturing facility.",,2023-09-18T14:10:04.08,2025807.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2164,2164.0,2237.0,2237.0,136306,40,WA-27D03,345D-052-000-000,(Shell) STEILACOOM SQUARE,3871,,Steilacoom,Blvd,SW,,,Lakewood,WA,98499-4559,PREV,Prevention,345D,Pierce,,,,-122.488504,47.177336,500,"Mercantile, business, Other",1.0,0.0,0.0,7600.0,,,1,Private,0.0,Roof Covering Undetermined/Not Reported,0.0,"Structure type, Other",0.0,Undetermined,2,In normal use,1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",1,Present,8,Combination System,0.0,21.0,Station 21,PREV,Prevention,SHELL,Shell,0001-01-01T00:00:00,,,2023-12-15T17:14:32.13,2139996.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2165,2165.0,2238.0,2238.0,136304,40,WA-27D03,345D-050-003-305,Rose eberhart  attorney,3615,,Steilacoom,Blvd,SW,,305,Lakewood,WA,98499-4580,CREW,Crew,345D,Pierce,,,,-122.48429,47.17658,599,Business office,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-04-06T10:02:52.573,1519253.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2166,2166.0,2239.0,2239.0,136308,40,WA-27D03,345D-052-000-003,Silver miracles,3871,,Steilacoom,Blvd,SW,,Suite C,Lakewood,WA,98499-4559,CREW,Crew,345D,Pierce,,,,-122.488157,47.176502,700,"Manufacturing, processing",0.0,0.0,0.0,0.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,5.0,III-A Protected Combustible,2,In normal use,1,Present,,,,,13,NFPA 13 Hydraulic System,1,Wet-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-12-29T09:28:02.17,1530257.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2167,2167.0,2240.0,2240.0,136309,40,WA-27D03,345D-053-000-000,(Shell) 8802 Durango St,8802,,Durango,St,SW,,,Lakewood,WA,98499-4593,PREV,Prevention,345D,Pierce,,,,-122.488158,47.177311,891,Warehouse,0.0,0.0,0.0,5000.0,60,Industrial use,1,Private,7.0,Built-Up,,,6.0,III-B Unprotected Combustible,5,Vacant and secured,1,Present,4,Hardwire with battery backup,5,More than one type present,1,Present,9,Wet chemical system,0.0,21.0,Station 21,PREV,Prevention,SHELL,Shell,0001-01-01T00:00:00,,,2023-12-15T17:27:48.61,2139999.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2168,2168.0,2241.0,2241.0,136310,40,WA-27D03,345D-053-000-001,Toyota lift northwest,8802,,Durango,St,SW,,Suite A,Lakewood,WA,98499-4593,CREW,Crew,345D,Pierce,,,,-122.48806,47.177258,891,Warehouse,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,1,Present,1,Wet-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,S-1,S-1,0001-01-01T00:00:00,Open concept warehouse includes both Suites A & B.,,2021-03-15T10:09:30.827,1119975.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2169,2169.0,2242.0,2242.0,136311,40,WA-27D03,345D-053-000-002,Suite B of Toyota lift northwest ,8802,,Durango,St,SW,,Suite B,Lakewood,WA,98499-4593,CREW,Crew,345D,Pierce,,,,-122.488341,47.177271,891,Warehouse,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,S-1,S-1,0001-01-01T00:00:00,,,2021-03-15T10:19:14.84,1119976.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2170,2170.0,2243.0,2243.0,136312,40,WA-27D03,345D-054-000-000,(Shell) 8730 South Tacoma Way,8730,South,Tacoma,Way,,,,Lakewood,WA,98499,PREV,Prevention,345D,Pierce,,,,-122.485339,47.177431,500,"Mercantile, business, Other",1.0,0.0,0.0,11524.0,51,Row of stores,1,Private,,,,,,,2,In normal use,1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",13,NFPA 13 Hydraulic System,1,Wet-pipe sprinkler,0.0,21.0,Station 21,PREV,Prevention,SHELL,Shell,0001-01-01T00:00:00,Pho Hoa restaurant Kitchen Hood does not appear to be monitored on the 8730 Alarm panel. 3/24/2021,,2022-09-06T10:31:38.353,1734696.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2171,2171.0,2244.0,2244.0,136315,40,WA-27D03,345D-054-000-003,Casual Beauty Salon,8730,South,Tacoma,Way,,,Suite 103,Lakewood,WA,98499,CREW,Crew,345D,Pierce,,,,-122.48529,47.17747,557,"Personal service, including barber & beauty shops",1.0,0.0,0.0,2385.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",13,NFPA 13 Hydraulic System,1,Wet-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,"<p class=""p1""><span class=""s1"">Needs extinguishers<span class=""Apple-converted-space""> </span></span></p>",,2022-05-19T15:20:38.373,1637473.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2172,2172.0,2245.0,2245.0,136316,40,WA-27D03,345D-054-000-004,Vacant,8730,South,Tacoma,Way,,,Suite 104,Lakewood,WA,98499,CREW,Crew,345D,Pierce,,,,-122.485121,47.178278,NNN,,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",13,NFPA 13 Hydraulic System,1,Wet-pipe sprinkler,0.0,21.0,Station 21,,,B,B,0001-01-01T00:00:00,,,2019-12-05T15:43:41,468140.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2173,2173.0,2246.0,2246.0,136317,40,WA-27D03,345D-055-000-000,Bedker's Portable Welding & Fabrication,3802,,87th,St,SW,,,Lakewood,WA,98499-4514,PREV,Prevention,345D,Pierce,,,,-122.486479,47.178008,700,"Manufacturing, processing",0.0,0.0,0.0,2592.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,21.0,Station 21,,,F-1,F-1,0001-01-01T00:00:00,,,2018-12-11T11:57:19,167428.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2174,2174.0,2247.0,2247.0,529534,40,WA-27D03,385A-043-005-000,Pierce Transit - Fuel and Wash building,3701,,96th,St,S,,New Fuel/Wash Bldg,Lakewood,WA,98499,PREV,Prevention,385A,,,,,-122.48506,47.17152,571,"Service station, gas station",1.0,0.0,230.0,24640.0,60,Industrial use,TR,Transit,7.0,Built-Up,1.0,Enclosed building,4.0,II-B Unprotected Non-Combustible,1,Under construction,1,Present,4,Hardwire with battery backup,5,More than one type present,13,NFPA 13 Hydraulic System,1,Wet-pipe sprinkler,0.0,20.0,Station 20,PREV,Prevention,S-1,S-1,0001-01-01T00:00:00,,,2023-11-29T12:25:36.867,2125136.0,False,False,False,,,,,3221.0,0.0,2020-12-26T19:03:04.6,Commercial,0,
2175,2175.0,2248.0,2248.0,136318,40,WA-27D03,346A-001-000-000,Tacoma Central Presbyterian Church,8001,,Pine,St,S,,,Lakewood,WA,98499-8402,PREV,Prevention,346A,Pierce,,,,-122.473891,47.184533,131,"Church, mosque, synagogue, temple, chapel",1.0,0.0,836.0,61030.0,NN,Not mixed use,NP,Non-Profit,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,5,Plug-in with battery backup,5,More than one type present,1,Present,8,Combination System,0.0,21.0,Station 21,PREV,Prevention,A-3,A-3,0001-01-01T00:00:00,,,2021-12-22T10:32:32.957,1484233.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2176,2176.0,2249.0,2249.0,136320,40,WA-27D03,346A-003-000-001,Oneill's Mobile ,8100,,Tacoma Mall,Blvd,,,A,Lakewood,WA,98499-8450,CREW,Crew,346A,Pierce,,,,-122.464555,47.184562,NNN,,0.0,0.0,0.0,10656.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2023-01-19T14:24:36.927,1848624.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2177,2177.0,2251.0,2251.0,136319,40,WA-27D03,346A-002-000-000,Extra Space Storage,2602,S,80th,St,,,,Lakewood,WA,98499-8406,PREV,Prevention,346A,Pierce,,,,-122.470191,47.18456,899,Residential or self-storage units,0.0,0.0,0.0,103750.0,,,1,Private,,,1.0,Enclosed building,,,2,In normal use,0,None Present,,,,,N,None Present,,,0.0,21.0,Station 21,PREV,Prevention,S-1,S-1,0001-01-01T00:00:00,Gate Code 1977*,,2018-08-09T10:06:28,126632.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2178,2178.0,2252.0,2252.0,136323,40,WA-27D03,346A-004-000-002,Chips Casino,8200,,Tacoma Mall,Blvd,,,Suite A,Lakewood,WA,98499-8438,PREV,Prevention,346A,Pierce,,,,-122.464692,47.184359,144,"Casino, gambling clubs",1.0,1.0,322.0,13807.0,NN,Not mixed use,1,Private,0.0,Roof Covering Undetermined/Not Reported,1.0,Enclosed building,0.0,Undetermined,2,In normal use,1,Present,4,Hardwire with battery backup,5,More than one type present,1,Present,,,0.0,21.0,Station 21,PREV,Prevention,A-2,A-2,0001-01-01T00:00:00,,None listed,2023-07-18T08:33:19.253,2030196.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2179,2179.0,2253.0,2253.0,136324,40,WA-27D03,346A-005-000-000,7-Eleven,8306,,Tacoma Mall,Blvd,,,,Lakewood,WA,98499-8416,CREW,Crew,346A,Pierce,,,,-122.467092,47.18148,571,"Service station, gas station",1.0,0.0,0.0,3209.0,0,"Mixed use, Other",1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,0,None Present,,,0.0,21.0,Station 21,CREW,Crew,M,M,0001-01-01T00:00:00,,,2022-10-14T10:20:34.647,1734704.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2180,2180.0,2254.0,2254.0,136325,40,WA-27D03,346A-006-001-000,Rewards Dental,2202,S,84th,St,,,,Lakewood,WA,98499,CREW,Crew,346A,Pierce,,,,-122.466815,47.180564,342,"Doctor, dentist or oral surgeon office",1.0,0.0,33.0,4834.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,8.0,V-A Protected Wood Frame,2,In normal use,1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",1,Present,1,Wet-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,B,B,0001-01-01T00:00:00,,,2022-06-08T08:45:15.473,1657154.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2181,2181.0,2255.0,2255.0,136326,40,WA-27D03,346A-006-002-000,Discount Tire,2214,S,84th,St,,,,Lakewood,WA,98499,PREV,Prevention,346A,Pierce,,,,-122.466302,47.179505,500,"Mercantile, business, Other",1.0,2.0,0.0,5976.0,0,"Mixed use, Other",1,Private,,,1.0,Enclosed building,6.0,III-B Unprotected Combustible,2,In normal use,0,None Present,,,,,0,None Present,,,0.0,21.0,Station 21,PREV,Prevention,S-1,S-1,0001-01-01T00:00:00,High pile rack storage of tires.  No sprinkler or fire alarm system.,,2022-11-04T08:47:03.973,1778975.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2182,2182.0,2256.0,2256.0,136327,40,WA-27D03,346A-006-003-001,(Shell) 2402 84th St S,2402,S,84th,St,,,,Lakewood,WA,98444,PREV,Prevention,346A,Pierce,,,,-122.464507,47.181057,500,"Mercantile, business, Other",0.0,0.0,0.0,47000.0,,,1,Private,,,1.0,Enclosed building,4.0,II-B Unprotected Non-Combustible,2,In normal use,1,Present,,,,,1,Present,,,0.0,21.0,Station 21,PREV,Prevention,SHELL,Shell,0001-01-01T00:00:00,,,2023-05-05T08:00:35.24,1972944.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
2183,2183.0,2257.0,2257.0,136328,40,WA-27D03,346A-006-003-006,Top Ten Fashion,2402,S,84th,St,,,Suite A,Lakewood,WA,98444,CREW,Crew,346A,Pierce,,,,-122.46769,47.17845,500,"Mercantile, business, Other",1.0,0.0,0.0,14680.0,59,Office use,1,Private,7.0,Built-Up,1.0,Enclosed building,4.0,II-B Unprotected Non-Combustible,3,"Idle, not routinely used",1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",1,Present,1,Wet-pipe sprinkler,0.0,21.0,Station 21,CREW,Crew,M,M,0001-01-01T00:00:00,,,2023-07-06T12:49:27.697,2016118.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
